,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
201,gusmac2,#CATHOLIC #MILITARY #VETS.,,961,935,122658,50,"Peatlands are a type of wetlands which are among the most valuable ecosystems on Earth but when damaged are a major source of greenhouse gas emissions.

Restoring them can help combat #ClimateChange. 

Learn more about the importance of peatlands https://t.co/6BxCFm8f4u @IUCNpeat https://t.co/hOfJXDD9y7",[]
202,Rita50432255,,,59,45,7059,1143,"10% increase of women in parliament resulted in 24% decrease in emissions per capita #ActForEqual to act for our planet #GenerationEquality creates gender-equitable #ClimateAction voices of women disproportionally impacted by #ClimateChange
@unwomen @unep
#InternationalWomensDay https://t.co/Jebbs02Klj",['ActForEqual']
203,greentechdon,"Branding goods and services for a #knowledge economy.
#tech #innovation #fitness #data",New Jersey,711,3631,208589,1,"#GreenTech is Emerging as the Saviour of Global and Climate Crisis
https://t.co/RObAoDc8Nv
#ClimateChange #Sustainbility #Technology https://t.co/nsLeMxjwCU","['GreenTech', 'ClimateChange']"
204,Swapabee1,"A #sustainable #exchange platform for a clutter-free world. 

Why drop it when you can swap it? 

Available in the UK&US",London,3976,435,504,2,Please keep in mind we only have one home - we must take care of it 🌎💚 #environment #recycle #sustainablefashion #green #ecofriendlyproducts  #natural #reuse #climatechange #ecofriendlyliving  #biodegradable #fashion #crueltyfree #noplastic #slowfashion #environmentallyfriendly https://t.co/5gxbwtEZZO,"['environment', 'recycle', 'sustainablefashion', 'green', 'ecofriendlyproducts', 'natural', 'reuse', 'climatechange', 'ecofriendlyliving', 'biodegradable', 'fashion', 'crueltyfree', 'noplastic', 'slowfashion', 'environmentallyfriendly']"
205,carinadigiorno,,,1938,1077,4334,0,I wrote about the @salkinstitute’s Harnessing Plants Initiative for the new issue of @thisismold 🌾 Give it a read online or in print if you’re at all intrigued as to how super crops could help us battle #climatechange https://t.co/cFzPCgZOIB,['climatechange']
206,PhilippineYGN,The Philippine Young Generation in Nuclear aims to promote the beneficial applications of nuclear science and technology to the Filipino youth.,,93,31,53,14,"In the face of #ClimateChange, meet some of the environmental activists that argue nuclear power is indispensable if we are to achieve net-zero emissions. 
https://t.co/ULXjilARMO",['ClimateChange']
207,janejane24,#BRD #NRW #GodIsLove #WeAreTheChangeWeSeek #BlueEuropeJoinsBlueUSA  #Democracy #BidenHarrisNow #Resist  #NoFacism   # #FBR🌊 #AntifaIsHumansRight #GERUSAEU,Germany,25107,22824,249866,1,"Is #ClimateChange the cause?

https://t.co/rJLdR7Mq6a",['ClimateChange']
208,TriposKiller,"power electronics engineer, cantab, dad, secret cartographer & railway planner, thinks too hard, married to @ladyigraine",,125,65,3099,43,⁦Am listening incredulous to @grantshapps⁩ claiming UK can cut air passenger duty by using “sustainable aviation fuels”. Not sure he’s on the same planet as me #climatechange ⁦@BBCr4today⁩  https://t.co/VFLldnVSdr,[]
209,Protiviti,"Global business consultancy solving problems in finance, technology, operations, data, analytics, governance, risk & internal audit. Fortune 100 Best Company.",Global,1292,8608,17968,0,"Following its statement of February 24, the SEC’s Division of Corporate Finance will now review climate-related disclosures in public company filings. What should companies be doing as a result of this change? Read our report. https://t.co/E3DnGV1vXs 
#SEC #ClimateChange https://t.co/gE806K40n7","['SEC', 'ClimateChange']"
210,mathison_connie,"I love CATS, books, truth and facts. Infatuated with laughter. Happy with my man so don't dm me! ABUSE SURVIVOR.
#BIDENHARRIS2020. 
I'm a Granny!","Myhouse, USA",2911,6200,3293,9,NOW WE FIX: Trump Eliminated Science For To Increase Corporate Profits. READ: https://t.co/poWcClBO9W #SmartDissent #ScienceTwitter #ClimateChange @EPA https://t.co/22PzMgXpW6,['SmartDissent']
211,Obama2014Europe,Diese Site ist für #Fans und #Unterstützer von @BarackObama #BarackObama #Obama in #Europa https://t.co/F4HNScbEyT,"Berlin, Chicago",5001,682,72758,2,"As more organisations commit to #NetZero, @Forbes has identified issues that could hinder targets. Climate Champion @topnigel is calling for the honesty of companies on their #Scope3 emissions: they're “fundamental for credible #ClimateChange commitments.”
https://t.co/nsR0UrV5iK https://t.co/68Yq5j1dUI",['NetZero']
212,FAgreste,Organización dedicada al Ambiente y el Desarrollo Sustetable,"Madrid, España",256,333,2437,6,"NEW ONLINE COURSE: “UNCCD CRIC“ is developed to understand the importance of how CRIC plays a central role in the @UNCCD implementation process.

Enroll: https://t.co/tYqmywnD3O

#onlinecourse #elearning #sdgs #climatechangemitigation #climatechange #sustainablelandmanagement https://t.co/hCndV8tUVD",[]
213,HarrisSital,"I’m a nutritional therapist, political influencer in health policy, equality and diversity.  All comments are my own views...",,512,103,860,4,"Raquel's organisation is tackling #ClimateChange in #Guatemala and lobbying the government for action ✊ 🌏 Women on the frontlines of the #ClimateCrisis are leading the response in their communities, yet only 37% of top climate negotiators are women. #StopTellingHalfTheStory https://t.co/hN9MFCyeuv","['ClimateChange', 'Guatemala']"
214,HousePucky,,,11,6,80,0,"@GovNedLamont #climatechange bill SB 882 allows fossil fuel power plants?! No! Legislators must fix this. @StateRepArconti @NormCT This bill is an injury to the health of the people of CT and an insult to our intelligence. Seriously, Gov. Lamont? Did you think we would be fooled?",['climatechange']
215,dundeecycling,Dundee's everyday cycling communtity,"Dundee, Scotland",1074,837,5331,3,"#UnionConnectivityReview fails to take serious approach to #ClimateEmergency

https://t.co/HqGJlL0Oxv

""This ‘more of everything’ approach is well past its sell-by date. It makes a mockery of the @GOVUK's supposedly world-leading commitment to reducing carbon emissions."" 

#COP26 https://t.co/gEN8zzkF5V","['UnionConnectivityReview', 'ClimateEmergency']"
216,BillLinton1,"Twice Green Party candidate for Enfield North. Green activist, human rights activist, bridge player, chess player, Fairtrade activist in Enfield, PSC member",Palmers Green,191,645,74118,45,"No, no and no again

More evidence that government is inept and hypocritical on the #ClimateEmergency https://t.co/dxoezOdDdf",['ClimateEmergency']
217,john1966olsen,Erly retired old YouTuber and computer gamer. I enjoy life :-)  Socialdemokrat and S-member. #MongoTV #MongoNews #MongoTube #MongoMedia #MongoSpace #MongoDrones,Denmark - Copenhagen North,4999,2496,916387,2,"#WomenInSpace🛰️

@KvSchuckmann works on the role of the ocean in #climatechange and variability - in particular the Earth energy imbalance and its implications, as well as the critical role of the ocean for sustainable development. 

Her message? Stay persistent. 🚀 https://t.co/4Yv6GyDrbJ","['WomenInSpace', 'climatechange']"
218,Nancyknowshomes,"Refusing to sit by and let greed and ignorance destroy Earth and all it's glory. I'm a work in progress, still learning. (Likes aren't necessarily endorsements)","Lehigh Valley, PA  USA",321,128,3114,112,"An island in #Antarctica lost 20% of its snow in just 9 days this year and recorded its first heatwave ever: https://t.co/9qhPjaa4ta

There's no time to waste. No planet B. Let's protect each other and the planet. #ActOnClimate.

#ClimateStrike #ClimateAction https://t.co/N03pzA5Bvp",['Antarctica']
219,Isayanora,🇦🇲 in 🇯🇴 Communication Specialist at the UNDP Regional Bureau for Arab States🇺🇳 and dedicated to helping the people and the planet. Views are my own.,Hashemite Kingdom of Jordan,659,1032,5577,3,".@undpiniraq supports women in marshes who are most affected by #climatechange through:

💧Clean water &amp; safe sanitation

🌱Livelihoods through responsible ecotourism

📄Effective public policies for socioeconomic 
integration of youth &amp; women

@Zena_aliahmad #IWD2021 https://t.co/wk8syxABbP",['climatechange']
220,angelovermeulen,Space systems researcher • Biologist • Artist • Futurist,Global,1717,2289,6481,0,"I spent a really interesting evening at De Studio in Antwerp yesterday, discussing #climatechange with fellow artists and performers. For those who missed De Klimaatshow, you can still watch the video stream on YouTube [in Dutch]: https://t.co/S5WgwAihIb https://t.co/WqvbTZwCMQ",['climatechange']
221,GAF_Munich,"We are a one-stop shop for geo-information.

Impressum:
https://t.co/YrcnKFHdUn","München, Bayern",453,934,4061,3,"A key factor for weather and climate in Europe is changing - as the #Gulfstream gets weaker, we expect more storm events and even hotter 🔥summer seasons in Central Europe due to warm air masses streaming in from the South. #ClimateChange https://t.co/BQcMDiN1YZ",['Gulfstream']
222,NhraPl,,,1446,175,13978,15,"@benshapiro Imagine being the Queen, who actually served in WWII fighting tyranny for freedom, serving as a light duty mechanic, being lectured by #green Nouveau Hollywood gad abouts on  #climatechange as a 'war'. https://t.co/WAV5IE7tCy",[]
223,SDGClimFacility,"Multipartner project seeking to address the nexus between climate action, SDGs and human security in the Arab region",Arab States,134,45,31,3,".@undpiniraq supports women in marshes who are most affected by #climatechange through:

💧Clean water &amp; safe sanitation

🌱Livelihoods through responsible ecotourism

📄Effective public policies for socioeconomic 
integration of youth &amp; women

@Zena_aliahmad #IWD2021 https://t.co/wk8syxABbP","['climatechange', 'IWD2021']"
224,KBSLTER,"#KBSLTER advances sustainable & resilient agricultural ecosystems through integration of long-term scientific research, education & engagement with stakeholders","Hickory Corners, Michigan",1333,1344,1423,0,"#KBSLTER scientist @brunobasso1, w/ @rmartinezferia, Lydia Rill, &amp; Joe Ritchie, analyzed climate trends from weather stations across the Midwest dating as far back as 1894 to look for evidence of #climatechange &amp; project future water demands of crops. https://t.co/Fur0xhmIFU","['KBSLTER', 'climatechange']"
225,Obama2014Europe,Diese Site ist für #Fans und #Unterstützer von @BarackObama #BarackObama #Obama in #Europa https://t.co/F4HNScbEyT,"Berlin, Chicago",5001,682,72758,2,22 leading insurers and reinsurers from across the globe recently released the first comprehensive guidance for the insurance industry to identify and disclose the impact of #ClimateChange on their businesses. https://t.co/aqDXcJkWuI @PSI_Initiative #sustainableinsurance https://t.co/lPi2smkU5M,[]
226,NYSBAEELS,The Environmental and Energy Law Section of the New York State Bar Association - official Twitter acct. Retweets are NOT endorsements.,"Albany, NY",255,299,1071,0,"In NYS #regulations were adopted to dramatically accelerate the siting and construction of major #renewable #energy facilities across #NYS. These regulations are part of the Accelerated Renewable Energy Growth and Community Benefit Act. https://t.co/inZFDVOqzO 
#climatechange","['regulations', 'renewable', 'energy', 'NYS', 'climatechange']"
227,ChadFrischmann,"The OG @ProjectDrawdown. Lead researcher, system strategist, co-author, platform builder #Drawdown #RegenerativeRevolution. Thoughts 100% my own. Nothing is new","Berkeley, CA",859,2237,1785,5,"🔥📰 Glad to see this paper out with a great team and a wide collaborative effort with colleagues from Spain🇪🇸, Portugal🇵🇹, Cyprus🇨🇾, Israel🇮🇱, Slovakia🇸🇰, Greece🇬🇷 and Finland🇫🇮under the @EngagerCOST #climatechange #energydemand #EnergyPoverty https://t.co/G0vVIHFSbR (1/4)",[]
228,NordicAfrica,Independent social science research on contemporary Africa. Policy advice. Library. Events. Scholarships. Subscribe to our newsletter:  https://t.co/UMPhwJpKCk,"Uppsala, Sweden",2267,8949,6203,9,"The mining sector has been urged to adapt to 21st century challenges, such as #climatechange and the current #COVID19 pandemic. This was the key message at a recent webinar hosted by the Bank’s @ANRC_Africa + @africalegal in partnership with @NordicAfrica.
https://t.co/CehbdhzelE","['climatechange', 'COVID19']"
229,BryantHellan,☮️ DOMESTIC VIOLENCE VICTIM TO SURVIVOR 🍀🌼 free party's POETRY☀️ #StopLukeParole2021  HIPPY ☯️Universe production BIG LOVE #BLM🖤✊ ♻️♒ #Resisters💜🕉 #FBL🌊, England/Australia,6124,5571,10718,0,"@seaspiracy 
@DaleVince 
@ecotricity 
#windpower #climate #Renewables #ClimateChange #ClimateCrisis #tippingpoint Is upon us DO SOMETHING PEOPLE #vegan #vegetarian 
#PlantTrees #life @GreenpeaceUK @seashepherd_uk #oceans 
#plasticpollution #microplastics 
@naturel_nature 
12 yrs https://t.co/ZjiL1JdsKd","['windpower', 'climate', 'Renewables', 'ClimateChange', 'ClimateCrisis', 'tippingpoint', 'vegan', 'vegetarian', 'PlantTrees', 'life', 'oceans', 'plasticpollution', 'microplastics']"
230,NzukiRowze,Integrated communications professional.,Nairobi,62,83,292,2,"@IamVictorMugo @BiovIntCIAT_eng @ChildFund @CMwonger @stephi_ja @kinyua_wambu @evangirvetz Another day at the workshop and Bernard Kitur, a participant from  Ministry of Agriculture @SamburuCountyKE county explains the impact of Climate Change ( drought) along the 🐐🐐 value chain. 
Private and public #partnerships
Remain the key to addressing #climatechange 
@CMwonger https://t.co/0BJvDth4Z7","['partnerships', 'climatechange']"
231,Twinsfan811,"Jan. 20, 2021 gave me hope for a better America.  We CAN win the fight for the soul of our nation!   Keep on Resisting!",,4712,4408,189794,47,".@MichaelEMann: ""We've finally have reached the point where it's not credible to deny #ClimateChange, because people see it playing out in real time in front of their eyes"" https://t.co/R100kuIdMc #ClimateCrisis",['ClimateChange']
